Title,Link,Price
"Daraz Like New Laptops - HP EliteBook 840 G5 Notebook PC Intel Core i5 8th Generation, 8GB DDR4 Ram,256GB SSD Drive, 14.1"" Led Display, Intel FHD Graphics Card",https://www.daraz.pk/products/daraz-like-new-laptops-hp-elitebook-840-g5-notebook-pc-intel-core-i5-8th-generation-8gb-ddr4-ram256gb-ssd-drive-141-led-display-intel-fhd-graphics-card-i419529828.html,"Rs. 69,999"
"Daraz Like New Laptops - Dell Latitude 5470 , Core i7 6th Generation, 8GB DDR4 Ram, 256GB SSD Drive, 14.1"" Led Display, Intel HD Graphics,",https://www.daraz.pk/products/daraz-like-new-laptops-dell-latitude-5470-core-i7-6th-generation-8gb-ddr4-ram-256gb-ssd-drive-141-led-display-intel-hd-graphics-i416433884.html,"Rs. 49,999"
Daraz Like New Laptops - Dell Latitude E5470 - Intel Core i5-6th Generation - 8gb Ram 256gb Ssd - 14.1 Inch FHD Screen - Windows 10 - FREE LAPTOP BAG,https://www.daraz.pk/products/daraz-like-new-laptops-dell-latitude-e5470-intel-core-i5-6th-generation-8gb-ram-256gb-ssd-141-inch-fhd-screen-windows-10-free-laptop-bag-i481739372.html,"Rs. 50,499"
Wooden Gaming Laptop Table With SIngle Fan For Bed Foldable Stand Ergonomic Portable Drawing Notebook Reading Food Breakfast Serving With Inbuild Engraved Tablet And Cup Holder Slots Couch For HP Apple Mackook M1 Dell Lenovo MSI Asus,https://www.daraz.pk/products/wooden-gaming-laptop-table-with-single-fan-for-bed-foldable-stand-ergonomic-portable-drawing-notebook-reading-food-breakfast-serving-with-inbuild-engraved-tablet-and-cup-holder-slots-couch-for-hp-apple-mackook-m1-dell-lenovo-msi-asus-i499590084.html,"Rs. 2,799"
"Dell Latitude 6430 - Core i5 3rd generation, 8GB Ram, 500GB Hard Drive, 14"" Led Display, (Windows 10 Registered) - Daraz Like New Laptops",https://www.daraz.pk/products/6430-3rd-i5-8gb-500gb-14-led-10-i425564640.html,"Rs. 29,499"
"Dell Latitude E7470 Ultrabook Laptop: 14"" Intel I5-6300U 6th Gen, 256GB SSD, 8GB Ram, Windows 10 Pro - Daraz Like New Laptops",https://www.daraz.pk/products/dell-latitude-e7470-ultrabook-laptop-14-intel-i5-6300u-6th-gen-256gb-ssd-8gb-ram-windows-10-pro-daraz-like-new-laptops-i350264297.html,"Rs. 49,999"
"Daraz Like New Laptops - HP EliteBook 840 G5 Notebook PC Intel Core i5 8th Generation, 8GB DDR4 Ram, 256GB SSD Drive, 14.1"" Led Display, Intel FHD Graphics Card",https://www.daraz.pk/products/daraz-like-new-laptops-hp-elitebook-840-g5-notebook-pc-intel-core-i5-8th-generation-8gb-ddr4-ram-256gb-ssd-drive-141-led-display-intel-fhd-graphics-card-i438121167.html,"Rs. 69,999"
"Lenovo T470 I5 7th Gen, 8GB, 256GB SSD, 14″ Screen IPS LED (Windows 11 Licensed) FREE LAPTOP BAG - Daraz like new laptops",https://www.daraz.pk/products/lenovo-t470-i5-7th-gen-8gb-256gb-ssd-14-screen-ips-led-windows-11-licensed-free-laptop-bag-daraz-like-new-laptops-i469188322.html,"Rs. 47,999"
Daraz Like New Laptops - Dell Ultra Book E7490 - Intel Core i7-8th Generation - 16gb Ram 512gb Ssd - 14.1 Inch FHD Display - Backlit Keyboard - Windows 11 Pro - FREE LAPTOP BAG,https://www.daraz.pk/products/daraz-like-new-laptops-dell-ultra-book-e7490daraz-like-new-laptops-dell-ultra-book-e7490-intel-core-i7-8th-generation-16gb-ram-512gb-ssd-intel-core-i7-8th-generation-16gb-ram-512gb-ssd-141-inch-fhd-display-windows-11-pro-free-laptop-bag-i488308925.html,"Rs. 76,319"
Daraz Like New Laptops - Dell Latitude 7490 - Intel Core i7-8th Generation - 8gb DDR4 Ram 256gb SSD - 14.1 Inch Screen - FHD Display - Backlit Keyboard - Windows 11 Pro - FREE LAPTOP BAG,https://www.daraz.pk/products/daraz-like-new-laptops-dell-latitude-7490-intel-core-i7-8th-generation-8gb-ddr4-ram-256gb-ssd-141-inch-screen-fhd-display-backlit-keyboard-windows-11-pro-free-laptop-bag-i518808977.html,"Rs. 59,891"
"Dell 3180 Chromebook 11.6 inches HD screen, 4GB Ram 16GB SSD, HDMI, WiFi, Webcam, Chrome OS -",https://www.daraz.pk/products/4gb-16gb-ssd-hdmi-wifi-os-4gb-hd-i434350899.html,"Rs. 8,499"
"Lenovo | N21 | 6th Gen | 16GB Storage | 4GB RAM | 11.6″ Display | Rotatable Camera | Playstore Supported | Chromebook Daraz Like
New Slightly Used Import American Stock",https://www.daraz.pk/products/21-62-16gb-ace-4gb-ram-wain-116-i495423706.html,"Rs. 7,908"
Daraz Like New Laptops - Lenovo Chromebook 300E X360 TOUCH SCREEN - 2027 UPDATE -  Intel Celeron 4GB RAM 32GB Chrome OS (FREE LAPTOP BAG),https://www.daraz.pk/products/300e-x360-2027-4gb-32gb-os-i583998700.html,"Rs. 14,799"
HP Chromebook 11 G4 | 16GB Storage | 4GB RAM | 11.6″ Display | Playstore Supported Chromebook | Black - Daraz Like New Laptops,https://www.daraz.pk/products/hp-chromebook-11-g4-16gb-storage-4gb-ram-116-display-playstore-supported-chromebook-black-daraz-like-new-laptops-i468636960.html,"Rs. 7,759"
"Dell | ChromeBook 3100 - 2027 update | Media tek 8173 Quad-Core Processor, 4GB DDR4 RAM | 16GB Storage | 11.6″ Display | Playstore Supported | Chrome OS - AUE 2029 daraz like new laptops",https://www.daraz.pk/products/3100-2027-8173-4gb-ddr4-ail-16gb-law-116-os-aue-2029-i572942786.html,"Rs. 7,999"
Laptop Acer C740 4GB Ram 128GB SSD Windows 10,https://www.daraz.pk/products/4gb-c740-ssd-10-128gb-i429843167.html,"Rs. 16,200"
"Apple MacBook Pro 2017 (A1708) 2.3 GHz Intel Core i5 (13.3 inch Retina Display, 8GB RAM, 256GB SSD) Space Gray - Daraz Like New Laptops",https://www.daraz.pk/products/apple-macbook-pro-2017-a1708-23-ghz-intel-core-i5-133-inch-retina-display-8gb-ram-256gb-ssd-space-gray-daraz-like-new-laptops-i423892181.html,"Rs. 119,999"
Lenovo N22/N23 Chromebook – 11.6″ – 4 GB RAM – 16 GB ROM – With Play Store - PUBG Supported - Daraz like new laptops,https://www.daraz.pk/products/lenovo-n22n23-chromebook-116-4-gb-ram-16-gb-rom-with-play-store-pubg-supported-daraz-like-new-laptops-i488662933.html,"Rs. 9,999"
"Hp Chromebook 11 G6 EE | 4GB RAM DDR4 | 16GB SSD EMMC | Playstore supported | 11.6"" screen - Daraz Like New Laptops",https://www.daraz.pk/products/hp-11-g6-ee-air-4gb-ddr4-air-16gb-ssd-emmc-116-i492080752.html,"Rs. 8,499"
Lenovo ThinkPad X230 - Core i5 - 3rd Gen - 4 GB RAM - 250 GB - 12..5″ Windows 10 - (Free Laptop Bag) - Daraz like new laptops - USED LAPTOP,https://www.daraz.pk/products/lenovo-thinkpad-x230-core-i5-3rd-gen-4-gb-ram-250-gb-125-windows-10-free-laptop-bag-daraz-like-new-laptops-used-laptop-i497191994.html,"Rs. 20,129"
HP 640G2 - Core i5 6th Generation - 8GB RAM - 256GB SSD - 14inch Screen - FREE LAPTOP BAG (Windows 11 Licensed) - Daraz like new laptops,https://www.daraz.pk/products/hp-640g2-core-i5-6th-generation-8gb-ram-256gb-ssd-14inch-screen-free-laptop-bag-windows-11-licensed-daraz-like-new-laptops-i435990513.html,"Rs. 45,999"
Acer | C740 | 128GB Storage | 4GB RAM | Windows 10 / 11.6″ Display | Play Store Supported | Android Apps Supported | Chromebook - FREE LAPTOP BAG,https://www.daraz.pk/products/c740-4gb-air-4gb-10128-i419784312.html,"Rs. 14,999"
"Dell 3180 Chromebook 11.6 inches HD screen, 4GB Ram 16GB SSD, HDMI, WiFi, Webcam, Chrome OS",https://www.daraz.pk/products/dell-3180-chromebook-116-inches-hd-screen-4gb-ram-16gb-ssd-hdmi-wifi-webcam-chrome-os-i493961114.html,"Rs. 8,899"
Dell 3180 Chromebook 4GB RAM 16GB ROM Playstore Supported Display Size 11.6 Inches 6 Hours Plus Battery Backup Refurbished American Stock,https://www.daraz.pk/products/3180-4gb-16gb-6-6-i457903797.html,"Rs. 7,870"
"HP Chromebook 11A G8 Education AMD A4-9120C, 4GB DDR4 Ram, 32GB eMMC, 11.6-inch WLED HD Webcam, Play Store Chrome OS",https://www.daraz.pk/products/hp-chromebook-11a-g8-education-amd-a4-9120c-4gb-ddr4-ram-32gb-emmc-116-inch-wled-hd-webcam-play-store-chrome-os-i244371143.html,"Rs. 11,718"
"Daraz Like New Laptops - Apple MacBook Pro 2017 (A1707) 2.8 GHz Intel Core i7 - Quad Core (15.4 inch Retina Display, 16GB RAM, 256GB SSD) Space Gray(Small Dent Corner)",https://www.daraz.pk/products/daraz-like-new-laptops-apple-macbook-pro-2017-a1707-23-ghz-intel-core-i7-quad-core-154-inch-retina-display-16gb-ram-256gb-ssd-space-graysmall-dent-corner-i432755530.html,"Rs. 129,999"
Acer | ChromeBook R11 | 16GB Storage | 4GB RAM | 360 Rotatable | 11.6″ HD Display | Playstore Supported | 6 hours Plus Battery Time | Touch Screen | ChromeBook,https://www.daraz.pk/products/r11-ail-16gb-ace-4gb-ram-law-4-rotatable-flact-hd-6-i459352850.html,"Rs. 12,999"
Daraz Like New Laptops - Lenovo Chromebook 100E Intel Celeron 4GB RAM 16GB Chrome OS,https://www.daraz.pk/products/100e-4gb-16gb-os-i454369988.html,"Rs. 9,999"
Daraz Like New Laptops  -  Dell Latitude 7290 - Core i5 8th Generation - 8GB RAM - 256GB SSD - 12.5inch Screen - FREE LAPTOP BAG,https://www.daraz.pk/products/7290-8th-i5-8gb-256gb-ssd-i604910711.html,"Rs. 50,999"
"Dell Latitude 6430, Core i5 3rd generation, 8GB Ram, 500GB Hard Drive, 14"" Led Display, (Windows 10 Registered) FREE LAPTOP BAG",https://www.daraz.pk/products/6430-3rd-i5-8gb-500gb-14-led-10-i419772071.html,"Rs. 26,499"
Lenovo Thinkpad – X230 – Core i5 3rd Gen – 4 GB RAM – 250 GB – 12.5″ - Refurbished,https://www.daraz.pk/products/x230-3rd-i5-4-gb-250-gb-i250339359.html,"Rs. 20,999"
HP ProBook 640 G4 Core i5 8th Gen  8GB Ram 128GB SSD + 500GB HDD (Windows 11 Licensed)  Free Laptop Bag - Daraz like new laptops - Used laptop,https://www.daraz.pk/products/hp-probook-640-g4-core-i5-8th-gen-8gb-ram-128gb-ssd-500gb-hdd-windows-11-licensed-free-laptop-bag-daraz-like-new-laptops-used-laptop-i495539103.html,"Rs. 59,999"
"Daraz Like New Laptops - Dell Latitude 5410 Core i5 10th Gen, 16GB RAM, 256GB SSD, 14″ FHD LED, Windows 11",https://www.daraz.pk/products/daraz-like-new-laptops-dell-latitude-5410-core-i5-10th-gen-16gb-ram-256gb-ssd-14-fhd-led-windows-11-i416033691.html,"Rs. 72,499"
Hp Probook 640G4 I5 8th Gen 16GB Ram 512GB SSD (Windows 11 Licensed) & Free Laptop Bag - daraz like new laptops,https://www.daraz.pk/products/hp-probook-640g4-i5-8th-gen-16gb-ram-512gb-ssd-windows-11-licensed-free-laptop-bag-daraz-like-new-laptops-i371580429.html,"Rs. 67,999"
"Daraz Like New - HP EliteBook 850 G6 Core i5 8th Gen, 16GB RAM, 512GB SSD, 15.6″ FHD IPS LED",https://www.daraz.pk/products/daraz-like-new-hp-elitebook-850-g6-core-i5-8th-gen-16gb-ram-512gb-ssd-156-fhd-ips-led-i418862105.html,"Rs. 97,904"
Lenovo N22/N23 Chromebook – 11.6″ – 4 GB RAM – 16 GB ROM – With Play Store - PUBG Supported,https://www.daraz.pk/products/n22n23-116-4-gb-16-gb-pubg-i374611935.html,"Rs. 8,499"
Dell Chromebook 11 3180 - 4GB RAM - 16GB SSD (FREE LAPTOP BAG) - Daraz like new laptops,https://www.daraz.pk/products/dell-chromebook-11-3180-4gb-ram-16gb-ssd-free-laptop-bag-daraz-like-new-laptops-i426891813.html,"Rs. 8,392"
Daraz Like New Laptops - HP Elitebook 840 G7  Intel Core I5-10TH GEN 16GB Ram  512GB SSD,https://www.daraz.pk/products/daraz-like-new-laptops-hp-elitebook-840-g7-intel-core-i5-10th-gen-16gb-ram-512gb-ssd-i455879392.html,"Rs. 95,999"
"Dell Chromebook 11, Intel Celeron-N2840 Proc, 4GB RAM DDR3L Memory, 16GB eMMC SSD Storage, WINDOWS 10, CHROME OS ,Black",https://www.daraz.pk/products/11-celeron-n2840-4gb-ddr3l-16gb-emmc-ssd-10-i437476400.html,"Rs. 8,399"
"HP Stream 11-y002na 11.6-inch Laptop (Violet Purple) - Intel Celeron N3060, 4GB DDR3L RAM, 32GB eMMC, Windows 8.1 or 10, Refurbished",https://www.daraz.pk/products/hp-stream-11-y002na-116-inch-laptop-violet-purple-intel-celeron-n3060-4gb-ddr3l-ram-32gb-emmc-windows-81-or-10-refurbished-i411872734.html,"Rs. 13,908"
"HP ProBook 450 G2 15.6"" Laptop Core i3 4th Gen 8GB RAM, 500GB Hard Disk Touch Screen Like A New Laptop",https://www.daraz.pk/products/hp-probook-450-g2-156-laptop-core-i3-4th-gen-8gb-ram-500gb-hard-disk-touch-screen-like-a-new-laptop-i461441589.html,"Rs. 34,999"
"HP Chromebook 11  G7 EE, 11.6"" HD, Intel Celeron N4000, 4GB DDR4 Ram, 16GB eMMC, Chrome OS ,Storm Grey, Play Store Supported",https://www.daraz.pk/products/hp-chromebook-11-g7-ee-116-hd-intel-celeron-n4000-4gb-ddr4-ram-16gb-emmc-chrome-os-storm-grey-play-store-supported-i437996970.html,"Rs. 12,999"
"Lenovo ThinkPad X1 Yoga , Core Ci5 8th Generation, 8GB DDR4 RAM, 256GB SSD Drive, With Stylus Pen, 13.3"" FHD Led Display, Intel HD Graphics 13.3"" X360 Touchscreen Convertible 2-in-1 - Daraz like new laptops",https://www.daraz.pk/products/lenovo-thinkpad-x1-yoga-core-ci5-8th-generation-8gb-ddr4-ram-256gb-ssd-drive-with-stylus-pen-133-fhd-led-display-intel-hd-graphics-133-x360-touchscreen-convertible-2-in-1-daraz-like-new-laptops-i456638981.html,"Rs. 73,999"
Lenovo ThinkPad X230 - Core i5 - 3rd Gen - 4 GB RAM - 250 GB - 12..5″ Windows 10 - (Free Laptop Bag) - Daraz like new laptops - USED LAPTOP,https://www.daraz.pk/products/lenovo-thinkpad-x230-core-i5-3rd-gen-4-gb-ram-250-gb-125-windows-10-free-laptop-bag-daraz-like-new-laptops-used-laptop-i536879727.html,"Rs. 21,999"
HP ProBook 640 G4 I5 8th Gen 16gb Ram 128gb ssd+500gb hdd (Windows 11 Activated) & Free Laptop Bag - Daraz like new laptops - Used laptop,https://www.daraz.pk/products/hp-probook-640-g4-i5-8th-gen-16gb-ram-128gb-ssd500gb-hdd-windows-11-activated-free-laptop-bag-daraz-like-new-laptops-used-laptop-i495545121.html,"Rs. 62,499"
HP Chromebook 11 G4 | 16GB Storage | 4GB RAM | 11.6″ Display | Playstore Supported Chromebook | Black - Daraz Like New Laptops,https://www.daraz.pk/products/hp-11-g4-16gb-air-4gb-ram-lax-116-i492088295.html,"Rs. 8,199"
"Dell Latitude 5490 Ultra Book, Core i5 8th generation, 8GB DDR Ram, 256GB Solid State Drive SSD, 14.1"" FHD Led Display, Intel HD Graphics (Windows 11 Licensed) - Daraz like new laptops",https://www.daraz.pk/products/dell-latitude-5490-ultra-book-core-i5-8th-generation-8gb-ddr-ram-256gb-solid-state-drive-ssd-141-fhd-led-display-intel-hd-graphics-windows-11-licensed-daraz-like-new-laptops-i456074877.html,"Rs. 50,324"
"LENOVO CHROMEBOOK 100E - 4GB RAM DDR4 - 32GB SSD EMMC - 11.6"" SCREEN - PLAYSTORE SUPPORTED - AUE UPDATE 2027",https://www.daraz.pk/products/lenovo-chromebook-100e-4gb-ram-ddr4-32gb-ssd-emmc-116-screen-playstore-supported-aue-update-2027-i467116748.html,"Rs. 9,586"
HP ELITEBOOK 840-G5 8TH GENERATION | INTEL CORE-I5 | 8250u PROCESSOR | 8GB RAM | 256GB SSD | FHD | 14.1’INCH  WINDOWS 11 LICENSED (FREE LAPTOP BAG) - Daraz like new laptops - USED LAPTOP,https://www.daraz.pk/products/hp-elitebook-840-g5-8th-generation-intel-core-i5-8250u-processor-8gb-ram-256gb-ssd-fhd-141inch-windows-11-licensed-free-laptop-bag-daraz-like-new-laptops-used-laptop-i500539343.html,"Rs. 71,999"
"Dell - Chromebook 5190 2-in-1 - Flip design - Intel Celeron N3350   Chrome OS  HD Graphics 500  4 GB RAM -32 GB  11.6"" IPS touchscreen 1366 x 768 (HD) Updates till 2027 Type C Charger",https://www.daraz.pk/products/dell-chromebook-5190-2-in-1-flip-design-intel-celeron-n3350-chrome-os-hd-graphics-500-4-gb-ram-32-gb-116-ips-touchscreen-1366-x-768-hd-updates-till-2027-type-c-charger-i428072293.html,"Rs. 15,999"
Dell Latitude E7470 - Core i7 6th Generation - 8GB DDR4 RAM - 256GB SSD - 14inch Screen - FREE LAPTOP BAG (Windows 11 Licensed) - Daraz like new laptops - USED LAPTOP,https://www.daraz.pk/products/dell-latitude-e7470-core-i7-6th-generation-8gb-ddr4-ram-256gb-ssd-14inch-screen-free-laptop-bag-windows-11-licensed-daraz-like-new-laptops-used-laptop-i497144646.html,"Rs. 43,919"
